business_status,delivery,dine_in,sub_city,city,province,phone_number,lat,lng,name,place_id,price_level,rating,url,user_rating
OPERATIONAL,FALSE,TRUE,Kecamatan Jatibarang,Kabupaten Indramayu,Jawa Barat,0821-2644-0657,-6.466381,108.298805,Mixue Mayor Dasuki Jatibarang,ChIJswLKpnHHbi4Ridwi_DHSycQ,0,0,https://maps.google.com/?cid=14180096013878090889,0
OPERATIONAL,TRUE,TRUE,Kecamatan Senen,Kota Jakarta Pusat,Daerah Khusus Ibukota Jakarta,0,-6.1921263,106.85557,MIXUE PERCETAKAN NEGARA,ChIJSWV6McP1aS4RNFkYH1TgwjQ,0,4.4,https://maps.google.com/?cid=3801847687357684020,161
OPERATIONAL,FALSE,TRUE,Kecamatan Denpasar Selatan,Kota Denpasar,Bali,0817-0969-363,-8.696949,115.19193,MIXUE GLOGOR CARIK,ChIJsx9ke8lB0i0Rwx6H0H6xdIQ,0,4.3,https://maps.google.com/?cid=9544448668527435459,44
OPERATIONAL,TRUE,TRUE,Kecamatan Genuk,Kota Semarang,Jawa Tengah,0851-7202-4248,-6.9696226,110.48187,Mixue Genuksari,ChIJsYCRzpLzcC4R8zxwBmH4RxY,0,4.7,https://maps.google.com/?cid=1605524887784406259,46
OPERATIONAL,TRUE,TRUE,Kecamatan Bogor Utara,Kota Bogor,Jawa Barat,0817-6666-329,-6.5807858,106.80731,Mixue Bangbarung,ChIJSzQBcX3FaS4RQquaKggoKI0,0,4.8,https://maps.google.com/?cid=10171423773955894082,43
OPERATIONAL,TRUE,TRUE,Kecamatan Buahbatu,Kota Bandung,Jawa Barat,0878-8338-8880,-6.9436,107.627045,Mixue Cijagra • Buah Batu,ChIJT0ksYnTpaC4RDXp9wRU3Tew,2,4.7,https://maps.google.com/?cid=17027326332737780237,378
OPERATIONAL,TRUE,TRUE,Andir,Bandung City,West Java,0,-6.9151278,107.59617,Mixue Paskal23,ChIJt4kl1Z7naC4RQNO41GuVUdk,0,4.6,https://maps.google.com/?cid=15659461669706847040,107
OPERATIONAL,FALSE,FALSE,Kecamatan Kuta,Kabupaten Badung,Bali,0,-8.761079,115.17686,Mixue Kedonganan,ChIJt5l5GZpF0i0RT5rDawJerRA,0,0,https://maps.google.com/?cid=1201720040068717135,0
OPERATIONAL,FALSE,FALSE,Kecamatan Pasar Kemis,Kabupaten Tangerang,Banten,0821-2308-5503,-6.154672,106.5743,Mixue Kutabaru,ChIJT6kBG3j_aS4RWZFIOMPOgrQ,0,5,https://maps.google.com/?cid=13007186011657638233,1
OPERATIONAL,FALSE,TRUE,Kecamatan Banjarnegara,Kabupaten Banjarnegara,Jawa Tengah,0812-2245-5110,-7.393532,109.70057,Mixue Banjarnegara,ChIJT9eOIhSpei4RnxenWrh5Xg8,0,4.6,https://maps.google.com/?cid=1107456391081564063,65
OPERATIONAL,FALSE,FALSE,Solokanjreruk,Bandung Regency,West Java,0,-7.0063586,107.74883,Mixue,ChIJtbDeYVjBaC4RyNDPam-S2m0,0,0,https://maps.google.com/?cid=7915800302288097480,0
OPERATIONAL,FALSE,FALSE,Kecamatan Wonokromo,Kota Surabaya,Jawa Timur,0,-7.2968283,112.74642,Mixue Ice Cream & Tea - Ngagel Rejo,ChIJtbWolUP71y0RgZC5Jietshk,0,4.3,https://maps.google.com/?cid=1851732780467720321,6
OPERATIONAL,FALSE,TRUE,Kecamatan Dukuhpakis,Kota Surabaya,Jawa Timur,0812-3577-5998,-7.283713,112.71282,Mixue Ice Cream & Tea - Dukuh Kupang,ChIJTcAGxmv91y0RleWut_4WSgU,0,4.4,https://maps.google.com/?cid=381142401725425045,58
OPERATIONAL,TRUE,TRUE,Kecamatan Setiabudi,Kota Jakarta Selatan,Daerah Khusus Ibukota Jakarta,0851-7313-7622,-6.2141113,106.8408,Mixue Menteng Atas,ChIJTcgKBaL1aS4Rsq-FELIXfIo,0,4.7,https://maps.google.com/?cid=9978876927894990770,21
OPERATIONAL,TRUE,TRUE,Kecamatan Citeureup,Kabupaten Bogor,Jawa Barat,0858-8218-8156,-6.4840417,106.878586,Mixue CiteureupBogor,ChIJteCb84nBaS4Rd8zoL7Rm5wY,0,3.7,https://maps.google.com/?cid=497479207931661431,3
OPERATIONAL,TRUE,TRUE,Kecamatan Margahayu,Kabupaten Bandung,Jawa Barat,0,-6.9716854,107.585556,Mixue Sukamenak,ChIJTQ5Y0mzpaC4ROU0smoIOZA0,0,4.7,https://maps.google.com/?cid=964912174259260729,195
OPERATIONAL,FALSE,FALSE,Kecamatan Karang Ploso,Kabupaten Malang,Jawa Timur,0821-3998-8939,-7.9019523,112.60526,Mixue Greenhill,ChIJtRAjLReBeC4RqiPJmzKPJiA,0,4.6,https://maps.google.com/?cid=2316696505853485994,15
OPERATIONAL,FALSE,FALSE,Kecamatan Sidorejo,Kota Salatiga,Jawa Tengah,0,-7.3198047,110.5042,Mixue Patimura Salatiga,ChIJTSPYERp5ei4R-69l0I9_1i0,0,4.6,https://maps.google.com/?cid=3302967632376213499,14
OPERATIONAL,TRUE,TRUE,Telukjambe Timur,Karawang,Jawa Barat,0,-6.332247,107.29976,Mixue Galuh Mas Karawang,ChIJTSvCCNl3aS4RRBds-v-jSFw,0,4.6,https://maps.google.com/?cid=6649745169625913156,283
OPERATIONAL,FALSE,FALSE,Kecamatan Cakranegara,Kota Mataram,Nusa Tenggara Barat,0819-1707-7474,-8.599649,116.12881,Mixue Abian Tubuh,ChIJTU7x9SS_zS0RBo7je31f4EU,0,5,https://maps.google.com/?cid=5035129375954275846,1
OPERATIONAL,FALSE,FALSE,Kecamatan Semarang Barat,Kota Semarang,Jawa Tengah,0896-3778-8845,-6.957053,110.392105,Mixue Marina Semarang,ChIJTwuBaVn1cC4RsxOO3ej-1so,0,0,https://maps.google.com/?cid=14616149916780467123,0
OPERATIONAL,FALSE,FALSE,Bali,Kabupaten Badung,Bali,0821-4768-8717,-8.774337,115.17178,Mixue Jimbaran,ChIJtx8kZnhF0i0RIfmV97k6lFA,0,3.9,https://maps.google.com/?cid=5806330389984573729,7
OPERATIONAL,FALSE,FALSE,Kecamatan Bogor Barat,Kota Bogor,Jawa Barat,0,-6.5792685,106.76055,Mixue Sindangbarang,ChIJTXf3gm7FaS4R4nrq0hO5NQE,0,4.7,https://maps.google.com/?cid=87179262597692130,10
OPERATIONAL,TRUE,TRUE,Kecamatan Mustika Jaya,Kota Bekasi,Jawa Barat,0813-8201-8812,-6.286523,107.03176,Mixue MGT Mutiara Gading TImur Depok,ChIJty1NIvePaS4RzN2tVH6gYr0,0,4.4,https://maps.google.com/?cid=13646646285333028300,163
OPERATIONAL,TRUE,TRUE,Kecamatan Cikole,Kota Sukabumi,Jawa Barat,0811-221-999,-6.9216504,106.94517,MIXUE CIAUL,ChIJtyPXNVpJaC4R-atbSs5Nj7E,0,4.8,https://maps.google.com/?cid=12794530614788991993,15
OPERATIONAL,FALSE,FALSE,Kecamatan Sidoarjo,Kabupaten Sidoarjo,Jawa Timur,0851-7330-1321,-7.4471564,112.71977,Mixue Untung Surapati,ChIJTYwaSd7n1y0RErphXC_c-vw,0,4.8,https://maps.google.com/?cid=18229124537706986002,8
OPERATIONAL,TRUE,TRUE,Kecamatan Lengkong,Kota Bandung,Jawa Barat,0,-6.930807,107.61569,Mixue karapitan,ChIJtzUbUJPpaC4RlHMUvwCSeWo,0,4.6,https://maps.google.com/?cid=7672323972105794452,449
OPERATIONAL,TRUE,TRUE,Kecamatan Tangerang,Kota Tangerang,Banten,0811-8160-829,-6.1792,106.630455,MIXUE Pasar Lama Tangerang,ChIJtzXLyen5aS4RueyUQhn1g-c,0,4.3,https://maps.google.com/?cid=16682446933550492857,87
OPERATIONAL,TRUE,TRUE,Kecamatan Bogor Barat,Kota Bogor,Jawa Barat,0,-6.5633626,106.76352,Mixue Semplak Bogor,ChIJU5d8mw7FaS4RL6wl9LhR3a0,0,4.7,https://maps.google.com/?cid=12528259593226529839,228
OPERATIONAL,FALSE,FALSE,Kecamatan Tanjung Priok,Jakarta,Daerah Khusus Ibukota Jakarta,0,-6.1155186,106.887985,Mixue Bugis,ChIJu6keQy0fai4RdmXAqGC6sqw,0,4.5,https://maps.google.com/?cid=12444213644688909686,38
OPERATIONAL,TRUE,TRUE,Kecamatan Klojen,Kota Malang,Jawa Timur,0821-4164-2220,-7.9744916,112.625656,MIXUE,ChIJu8-9qcsp1i0RmYqzS1D1C00,0,4.6,https://maps.google.com/?cid=5551800690880514713,441
OPERATIONAL,TRUE,TRUE,Kecamatan Blimbing,Kota Malang,Jawa Timur,0895-4106-80403,-7.95408,112.64423,Mixue Ciliwung Malang,ChIJU9HNzZEp1i0RM5dXlL0q3W4,0,4.7,https://maps.google.com/?cid=7988588307751081779,40
OPERATIONAL,FALSE,TRUE,Kecamatan Mijen,Kota Semarang,Jawa Tengah,0,-7.025947,110.33057,Mixue BSB,ChIJUdBrkUdhcC4RwXP60PTmksw,0,4.8,https://maps.google.com/?cid=14741098469489537985,12
OPERATIONAL,TRUE,TRUE,Kecamatan Kota,Kota Kediri,Jawa Timur,0812-1313-9119,-7.8167744,112.02429,Mixue Kediri,ChIJueknNKBXeC4ReHanvt5h3bQ,0,4.8,https://maps.google.com/?cid=13032680505989363320,336
OPERATIONAL,FALSE,TRUE,Kecamatan Kroya,Kabupaten Cilacap,Jawa Tengah,0812-2233-4054,-7.6326847,109.24674,Mixue Kroya,ChIJUfPldx1BZS4R6LFS6hJsMsI,0,4.2,https://maps.google.com/?cid=13993365820690051560,30
OPERATIONAL,TRUE,TRUE,Kecamatan Tegal Timur,Kota Tegal,Jawa Tengah,0,-6.8732095,109.14236,Mixue Slerok Tegal,ChIJUSZOYrG5by4RXfF7XYGtFA4,0,0,https://maps.google.com/?cid=1014626587195994461,0
OPERATIONAL,FALSE,TRUE,Kecamatan Jebres,Kota Surakarta,Jawa Tengah,0821-3919-3091,-7.5517874,110.8634,MIXUE KARTIKA - UNS,ChIJuTGqoVgXei4RucoRoN7mcWI,0,4.3,https://maps.google.com/?cid=7093704731927890617,187
OPERATIONAL,FALSE,FALSE,Tuban,Bali,Bali,0857-3883-3250,-8.738152,115.17076,Mixue Kediri Kuta,ChIJUTyMXaBH0i0R__WhiVcNHtY,0,2.5,https://maps.google.com/?cid=15428784043040306687,14
OPERATIONAL,FALSE,TRUE,Kecamatan Mlati,Kabupaten Sleman,Daerah Istimewa Yogyakarta,0,-7.753157,110.36076,MIXUE Jogja City Mall,ChIJUX3l8BZZei4RzkAsLOW9mII,0,4.6,https://maps.google.com/?cid=9410480213376909518,12
OPERATIONAL,FALSE,FALSE,Kecamatan Kuta Selatan,Kabupaten Badung,Bali,0821-9294-4242,-8.801738,115.21286,Mixue Nusa Dua,ChIJux6ITrND0i0RdZUfJRAtSB8,0,4.8,https://maps.google.com/?cid=2254101160864486773,22
OPERATIONAL,FALSE,FALSE,Kecamatan Cikupa,Kabupaten Tangerang,Banten,0812-1462-9929,-6.2371507,106.523384,MIXUE CITRA RAYA CIKUPA,ChIJuxmMg34HQi4RBClF-a6wJWU,0,4,https://maps.google.com/?cid=7288425837521873156,26
OPERATIONAL,TRUE,TRUE,Kecamatan Sragen,Kabupaten Sragen,Jawa Tengah,0,-7.4273014,111.02175,Mixue Sragen,ChIJuYBgugADei4Rhacjl9XlCwM,0,4.8,https://maps.google.com/?cid=219521712384092037,23
OPERATIONAL,TRUE,TRUE,Bekasi Selatan,Bekasi City,West Java,0812-9588-3097,-6.2681365,106.972046,Mixue Grand Galaxy Bekasi,ChIJUZIJZYqNaS4RtcZQf0SbFx0,0,4.6,https://maps.google.com/?cid=2096314870060336821,332
OPERATIONAL,FALSE,TRUE,Kecamatan Semarang Selatan,Kota Semarang,Jawa Tengah,0,-6.985045,110.40896,Mixue Ice Cream & Tea Mandala Bakti,ChIJUZlEnSyLcC4RKH-XOEE0rjg,0,4.5,https://maps.google.com/?cid=4084259366798589736,13
OPERATIONAL,TRUE,TRUE,Ilir Barat I,Palembang City,South Sumatra,0822-8887-2226,-2.9769714,104.742516,Mixue PSX Mall,ChIJv-K-h0R1Oy4Rh20lrhJ-OSk,0,4.6,https://maps.google.com/?cid=2970544047923752327,87
OPERATIONAL,TRUE,TRUE,Kecamatan Candisari,Kota Semarang,Jawa Tengah,0815-4890-4252,-7.007294,110.43184,Mixue Mataram Semarang,ChIJV-olSp-NcC4RGDxOlUqyRq0,0,4.7,https://maps.google.com/?cid=12485863050333535256,194
OPERATIONAL,TRUE,TRUE,Kecamatan Cimanggis,Kota Depok,Jawa Barat,0,-6.3543663,106.83662,Mixue Kelapa Dua,ChIJv-UDx3rtaS4REjgAHblie-Q,0,4.4,https://maps.google.com/?cid=16463861409978005522,195
OPERATIONAL,FALSE,FALSE,Kecamatan Anjatan,Kabupaten Indramayu,Jawa Barat,0,-6.316204,107.98792,MIXUE PATROL,ChIJV0PWovxNaS4Rblg2jfuysc4,0,5,https://maps.google.com/?cid=14893882236166625390,5
OPERATIONAL,TRUE,TRUE,Kecamatan Kebumen,Kabupaten Kebumen,Jawa Tengah,0896-6938-3806,-7.6689143,109.658325,Mixue Kebumen,ChIJV2yR_MjLei4REA2Ib9Hk3NQ,0,4.4,https://maps.google.com/?cid=15338386019087551760,209
OPERATIONAL,FALSE,TRUE,Kecamatan Bukit Raya,Kota Pekanbaru,Riau,0821-6983-8918,0.4504858,101.452446,Mixue Marpoyan,ChIJv3Rug7-v1TER1xvjXOH6Ksw,0,3.9,https://maps.google.com/?cid=14711846978592119767,7
OPERATIONAL,TRUE,TRUE,Kecamatan Jetis,Kota Yogyakarta,Daerah Istimewa Yogyakarta,0821-1530-0151,-7.781942,110.367065,Mixue Tugu Jogja,ChIJv67e47RZei4ROE5YQQgXt3g,2,4.7,https://maps.google.com/?cid=8698446529512885816,396
OPERATIONAL,FALSE,FALSE,Karangampel,Indramayu Regency,West Java,0,-6.4658904,108.45246,Mixue ice cream karangampel,ChIJv8l7xnvrbi4RA4EnNGnIGko,0,4.5,https://maps.google.com/?cid=5339800662373269763,6
OPERATIONAL,FALSE,TRUE,Kecamatan Dau,Kabupaten Malang,Jawa Timur,0,-7.964768,112.59316,Mixue Elpico Mall,ChIJvaTCFcCDeC4RtbgFS3ZGNwQ,0,4.6,https://maps.google.com/?cid=303788973749549237,39
OPERATIONAL,FALSE,TRUE,Kecamatan Kuta Utara,Kabupaten Badung,Bali,0,-8.63251,115.1762,MIXUE Padang Luwih,ChIJVbBaYJY50i0R23C11BIBgdY,0,4.7,https://maps.google.com/?cid=15456636576501952731,41
OPERATIONAL,FALSE,TRUE,Kecamatan Denpasar Barat,Kota Denpasar,Bali,0,-8.663862,115.19876,Mixue Rinjani,ChIJVc76z_dB0i0RgCkJX3845n4,0,3.1,https://maps.google.com/?cid=9144058213128808832,9
OPERATIONAL,TRUE,TRUE,Kecamatan Denpasar Selatan,Kota Denpasar,Bali,0813-3870-4343,-8.704116,115.25603,Mixue Bypass Sanur,ChIJvcscMm9B0i0RiGMX9_Vv1xI,0,5,https://maps.google.com/?cid=1357676914878669704,167
OPERATIONAL,TRUE,TRUE,Kecamatan Sumedang Utara,Kabupaten Sumedang,Jawa Barat,0811-2278-877,-6.8432503,107.92524,Mixue Sumedang,ChIJVeHSHLbRaC4R1zfwqOYEQ8w,0,4.6,https://maps.google.com/?cid=14718613395900217303,102
OPERATIONAL,FALSE,FALSE,Kecamatan Bogor Utara,Kota Bogor,Jawa Barat,0817-9223-535,-6.55467,106.82435,Mixue Hollywood Square,ChIJVez34tPHaS4RxSyP8m3xWMU,0,4.3,https://maps.google.com/?cid=14220381277945539781,3
OPERATIONAL,TRUE,TRUE,Kecamatan Ilir Timur II,Kota Palembang,Sumatera Selatan,0812-5206-5618,-2.9513469,104.76175,Mixue PTC Mall,ChIJvfFIbZx3Oy4RLth43iKMMDg,0,4.6,https://maps.google.com/?cid=4048890146395314222,128
OPERATIONAL,FALSE,FALSE,Kecamatan Kelapa Dua,Kabupaten Tangerang,Banten,0821-2489-1108,-6.22035,106.60234,Mixue Harapan Kita,ChIJVfKbJnT_aS4Ra0RMVM0960A,0,5,https://maps.google.com/?cid=4677900590046266475,5
OPERATIONAL,TRUE,TRUE,Kecamatan Bojongloa Kidul,Kota Bandung,Jawa Barat,0,-6.9322166,107.596794,Mixue Raya Kopo,ChIJvSFMZTDpaC4R3pptYW0GJGI,0,4.7,https://maps.google.com/?cid=7071784381734296286,127
OPERATIONAL,FALSE,FALSE,Kecamatan Gresik,Kabupaten Gresik,Jawa Timur,0813-7000-0030,-7.1579976,112.64822,Mixue Usman Sadar Gresik,ChIJvUeH3DgB2C0Rywe67lwDdbg,0,5,https://maps.google.com/?cid=13291533572930930635,1
OPERATIONAL,TRUE,TRUE,Kecamatan Purwokerto Barat,Kabupaten Banyumas,Jawa Tengah,0878-8878-8855,-7.4199824,109.19758,MIXUE KARANG LEWAS,ChIJVWC4d31fZS4Rtm90cvCTMjQ,0,4.6,https://maps.google.com/?cid=3761231299729452982,13
OPERATIONAL,FALSE,FALSE,Kecamatan Tegal Barat,Kota Tegal,Jawa Tengah,0821-2017-4558,-6.8708243,109.127945,Mixue Kapten Sudibyo Tegal,ChIJvWdrPe65by4R6dkL1D_NXoM,0,5,https://maps.google.com/?cid=9466229140803541481,3
OPERATIONAL,TRUE,TRUE,Kecamatan Denpasar Barat,Kota Denpasar,Bali,0813-3995-1325,-8.670333,115.214325,MIXUE ROAD 21,ChIJVySWXjBB0i0RqP7sI0lO4n8,0,4.3,https://maps.google.com/?cid=9215013863595769512,108
OPERATIONAL,FALSE,FALSE,Kecamatan Kaliwates,Kabupaten Jember,Jawa Timur,0823-3110-0197,-8.169253,113.69997,"Mixue Jember, Alun-alun Sultan Agung",ChIJW2_5uz-V1i0RPokzEsT3O74,0,4.6,https://maps.google.com/?cid=13707822312323254590,15
OPERATIONAL,TRUE,TRUE,Kecamatan Babakan Madang,Kabupaten Bogor,Jawa Barat,0815-2765-2495,-6.5613236,106.85735,MIXUE Sentul Bogor,ChIJw5AXyDbHaS4Re7-vKpLB-JU,0,4.9,https://maps.google.com/?cid=10806600139401052027,109
OPERATIONAL,FALSE,FALSE,Kecamatan Ilir Timur II,Kota Palembang,Sumatera Selatan,0821-8246-1213,-2.9693458,104.785194,Mixue Wongkito Lemabang,ChIJw6ZhlQt3Oy4RtSIAwTK08bc,0,5,https://maps.google.com/?cid=13254573308407456437,1
OPERATIONAL,TRUE,TRUE,Kecamatan Cipanas,Kabupaten Cianjur,Jawa Barat,0,-6.7189307,107.03142,Mixue Cimacan,ChIJW88MbW2zaS4RKnmC-1AABpc,0,0,https://maps.google.com/?cid=10882385897404397866,0
OPERATIONAL,FALSE,FALSE,Kecamatan Marpoyan Damai,Kota Pekanbaru,Riau,0,0.50429,101.43934,Mixue Belimbing,ChIJW8idjDuv1TERzVW5TumIX48,0,3.5,https://maps.google.com/?cid=10331126605840733645,11
OPERATIONAL,TRUE,TRUE,Kecamatan Serang,Kota Serang,Banten,0,-6.119428,106.16476,MIXUE,ChIJw95ezZz1QS4RBauc710bFu0,0,4.4,https://maps.google.com/?cid=17083872326742485765,61
OPERATIONAL,TRUE,TRUE,Kecamatan Buahbatu,Kota Bandung,Jawa Barat,0,-6.9549932,107.64813,Mixue Margacinta,ChIJwcv52vPpaC4RF3oNINpBOUk,0,4.4,https://maps.google.com/?cid=5276320843537676823,244
OPERATIONAL,TRUE,TRUE,Kecamatan Cidadap,Kota Bandung,Jawa Barat,0821-2602-8124,-6.880148,107.60347,Mixue Ciumbuleuit,ChIJWeE_9VfnaC4R0OP84zkmDL0,0,4.6,https://maps.google.com/?cid=13622305002968900560,187
OPERATIONAL,FALSE,FALSE,Kecamatan Cicurug,Kabupaten Sukabumi,Jawa Barat,0817-1777-7792,-6.782086,106.78231,Mixue Cicurug Sukabumi,ChIJwex1eO7NaS4RvqVFIJbEhBE,0,4.8,https://maps.google.com/?cid=1262349944636155326,12
OPERATIONAL,FALSE,FALSE,Kecamatan Lubuk Baja,Kota Batam,Kepulauan Riau,0,1.1477544,104.016815,Mixue Thamrin City Batam,ChIJwS8WteCJ2TERWehinlAE4ho,0,5,https://maps.google.com/?cid=1937115534023911513,1
OPERATIONAL,FALSE,FALSE,Kecamatan Kelapa Dua,Kabupaten Tangerang,Banten,0,-6.219228,106.60844,MIXUE Palmer,ChIJWT7kjfP_aS4RIAfe8zZl_C4,0,0,https://maps.google.com/?cid=3385692306569824032,0
OPERATIONAL,TRUE,TRUE,Kecamatan Pancoran,Kota Jakarta Selatan,Daerah Khusus Ibukota Jakarta,0895-0877-4415,-6.2569866,106.85347,Mixue,ChIJWW_l0j_zaS4RWreqIm6tz2w,0,4,https://maps.google.com/?cid=7840676164814944090,53
OPERATIONAL,FALSE,TRUE,Kecamatan Rancasari,Kota Bandung,Jawa Barat,0819-5999-8057,-6.9409614,107.67731,Mixue,ChIJWwK5eVjDaC4R0g3Y5Y2ljrY,0,4,https://maps.google.com/?cid=13154633590460911058,7
OPERATIONAL,FALSE,FALSE,Kecamatan Cikupa,Kabupaten Tangerang,Banten,0812-1818-1251,-6.2213287,106.53997,MIXUE Cikupa - Ice Cream & Bubble Tea,ChIJwXiIbVf_aS4RpWQX161Yivs,0,5,https://maps.google.com/?cid=18125397153967203493,2
OPERATIONAL,TRUE,TRUE,Kecamatan Cimanggung,Kabupaten Bandung,Jawa Barat,0821-3848-9831,-6.965423,107.80521,Mixue Rancaekek,ChIJx_qn46bFaC4R-9SwiPd0EMM,2,4.7,https://maps.google.com/?cid=14055863043522352379,195
OPERATIONAL,FALSE,TRUE,Kecamatan Tanjung Karang Pusat,Kota Bandar Lampung,Lampung,0,-5.4231677,105.25169,Mixue Woltermonginsidi,ChIJX7AygYTbQC4ROlfT0KwYE4c,0,4.5,https://maps.google.com/?cid=9733150350194726714,82
OPERATIONAL,FALSE,FALSE,Kecamatan Kartasura,Kabupaten Sukoharjo,Jawa Tengah,0,-7.559918,110.75185,Mixue Kartasura,ChIJx9svpUYVei4RxmTjeYdkr1o,0,4.6,https://maps.google.com/?cid=6534552117366187206,29
OPERATIONAL,TRUE,TRUE,Kecamatan Denpasar Utara,Kota Denpasar,Bali,0,-8.652305,115.20092,Mixue Gunung Agung,ChIJxa8CJP5B0i0RqTqBYGOAiqM,0,4.3,https://maps.google.com/?cid=11784372539277523625,100
OPERATIONAL,FALSE,FALSE,Kecamatan Gondokusuman,Kota Yogyakarta,Daerah Istimewa Yogyakarta,0,-7.781481,110.387794,Mixue Jogja Gejayan,ChIJxaD35HBZei4RG9CjS5kFh7o,0,5,https://maps.google.com/?cid=13440717768867696667,205
OPERATIONAL,FALSE,TRUE,Kecamatan Sukarame,Kota Bandar Lampung,Lampung,0,-5.371581,105.297905,MIXUE Ryacudu Korpri Bandar Lampung,ChIJXd_KOZrbQC4Rlgl8slNvKqA,0,3.3,https://maps.google.com/?cid=11541159400357759382,24
OPERATIONAL,TRUE,TRUE,Kecamatan Tanjung Priok,Kota Jakarta Utara,Daerah Khusus Ibukota Jakarta,0896-9367-7100,-6.1375647,106.87351,Mixue Danau Sunter,ChIJXeqkvdv1aS4RXf7ezOWcx_A,0,4.4,https://maps.google.com/?cid=17350008600266735197,126
OPERATIONAL,FALSE,TRUE,Kecamatan Cilaku,Kabupaten Cianjur,Jawa Barat,0,-6.8451166,107.127106,Mixue Pasir Hayam Cianjur,ChIJxfDlV0NTaC4R0Oa8TcCK2KI,0,4.7,https://maps.google.com/?cid=11734281387656406736,32
OPERATIONAL,FALSE,FALSE,Kecamatan Tigaraksa,Kabupaten Tangerang,Banten,0,-6.2540956,106.46956,Mixue Tigaraksa,ChIJxRkK1WkHQi4REYk9QA93eKA,0,5,https://maps.google.com/?cid=11563122950659737873,1
OPERATIONAL,FALSE,FALSE,Kesambi,Cirebon City,West Java,0,-6.7237124,108.55052,Mixue Cipto Cirebon,ChIJxS8I-B_jbi4R_heV5gL3Xzw,0,5,https://maps.google.com/?cid=4350467356893714430,31
OPERATIONAL,TRUE,TRUE,Kecamatan Sukajadi,Kota Bandung,Jawa Barat,(022) 82005755,-6.8862157,107.581535,Mixue Surya Sumantri,ChIJxSzaqEznaC4RUtD84YmEWt0,1,4.6,https://maps.google.com/?cid=15950206758022860882,321
OPERATIONAL,FALSE,FALSE,Kecamatan Mulyorejo,Kota Surabaya,Jawa Timur,0,-7.2601376,112.774796,Mixue Kalijudan,ChIJxU3ba3v51y0Rq3sC7vkdXM4,0,0,https://maps.google.com/?cid=14869793028947737515,0
OPERATIONAL,FALSE,FALSE,Kecamatan Periuk,Kota Tangerang,Banten,0,-6.171937,106.58205,MIXUE Wisma Harapan,ChIJxWBT9jr_aS4RzFxby92VyY4,0,3.4,https://maps.google.com/?cid=10288919603536682188,5
OPERATIONAL,FALSE,FALSE,Kecamatan Ilir Barat I,Kota Palembang,Sumatera Selatan,0,-2.988904,104.73293,Mixue Bukit Unsri,ChIJXWpK2Wp1Oy4RJhwoXRTQz-4,0,3.2,https://maps.google.com/?cid=17208201487086787622,6
OPERATIONAL,FALSE,TRUE,Kecamatan Kelapa Dua,Kabupaten Tangerang,Banten,(021) 59999420,-6.247452,106.62203,MIXUE SUMMARECON SERPONG,ChIJxwqGd1D9aS4RODY-t7j9MCc,1,4.3,https://maps.google.com/?cid=2824035936151418424,122
OPERATIONAL,FALSE,FALSE,Kecamatan Kuta Selatan,Kabupaten Badung,Bali,0,-8.775947,115.17097,Mixue Ungasan,ChIJXwVeCX5F0i0RLDNIeW6zHrk,0,1,https://maps.google.com/?cid=13339296433380537132,1
OPERATIONAL,FALSE,FALSE,Kecamatan Sawahan,Kota Surabaya,Jawa Timur,0,-7.282048,112.716576,Mixue Ice Cream & Tea - Raya Dukuh Kupang,ChIJXz-aXZX71y0RTGnSsdiPyh8,0,3.7,https://maps.google.com/?cid=2290801521330383180,3
OPERATIONAL,TRUE,TRUE,Kecamatan Gayungan,Kota Surabaya,Jawa Timur,0813-3424-4634,-7.33733,112.71744,Mixue Gayungsari 1215,ChIJxzUrPUb71y0RVHjphu0r-1c,0,0,https://maps.google.com/?cid=6339709199624796244,0
OPERATIONAL,TRUE,TRUE,Kecamatan Kiaracondong,Kota Bandung,Jawa Barat,0817-7025-9123,-6.923013,107.65312,Mixue Babakan Sari,ChIJy-p4tGHnaC4R_AUpePDm8Dk,0,4.4,https://maps.google.com/?cid=4175090775054943740,9
OPERATIONAL,FALSE,TRUE,Kecamatan Klaten Tengah,Kabupaten Klaten,Jawa Tengah,0,-7.711348,110.59347,Mixue Merbabu Klaten,ChIJY_xEXWhFei4R3dcVZB-fxbs,2,4.6,https://maps.google.com/?cid=13530395612676478941,216
OPERATIONAL,FALSE,TRUE,Kecamatan Sukawati,Kabupaten Gianyar,Bali,0,-8.602233,115.261345,Mixue celuk,ChIJy0p5XCw_0i0RhZ5u9klZ8eQ,0,4.5,https://maps.google.com/?cid=16497065084236766853,25
OPERATIONAL,FALSE,FALSE,Kecamatan Palmerah,Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,0,-6.1863523,106.8084,Mixue - Kota Bambu,ChIJY1_gDHL3aS4RZ9-l4sEA4LU,0,5,https://maps.google.com/?cid=13105475748379352935,4
OPERATIONAL,TRUE,TRUE,Kecamatan Medan Area,Kota Medan,Sumatera Utara,0,3.5870833,98.70369,MIXUE Asia Megamas Medan,ChIJy27Ex8gxMTARZkgRYNN59So,0,4.2,https://maps.google.com/?cid=3095514267643889766,68
OPERATIONAL,TRUE,TRUE,Kecamatan Tanah Abang,Kota Jakarta Pusat,Daerah Khusus Ibukota Jakarta,0,-6.2074256,106.81054,"Mixue, Benhil",ChIJy2Eusp33aS4RUYLlKjN-CxY,0,3.9,https://maps.google.com/?cid=1588502051806347857,217
